a_id,q_id,predict_label,truth_label,c_ref_1,c_ref_2,p_ref_1,p_ref_2,p_ref_3,i_ref_1,i_ref_2,max_sim,close_ref
R_ywhx9VDaHWzGaA1_q4_b,q4_b,0.0,0.0,0.0,0.0,0.7985324859619141,0.8009030818939209,0.8009030818939209,0.9605507254600525,0.9209136962890625,0.9605507254600525,i_ref_1
R_ywhx9VDaHWzGaA1_q4_a,q4_a,0.0,0.0,8.893070480553433e-05,0.0,0.8175607323646545,0.81438148021698,0.81438148021698,0.9944292902946472,0.9944292902946472,0.9944292902946472,i_ref_1
R_ywhx9VDaHWzGaA1_q3_b,q3_b,0.0,0.0,0.0,0.0,0.9829424619674683,0.9772797226905823,0.9772797226905823,0.0,0.0,0.9829424619674683,p_ref_1
R_ywhx9VDaHWzGaA1_q3_a,q3_a,0.0,0.0,0.0,0.0,0.7858254313468933,0.995272159576416,0.995272159576416,0.0,0.0,0.995272159576416,p_ref_2
R_ywhx9VDaHWzGaA1_q2_b,q2_b,1.0,1.0,0.0,0.0,0.998442530632019,0.9985814690589905,0.9985814690589905,0.9987046122550964,0.9986108541488647,0.9987046122550964,i_ref_1
R_ywhx9VDaHWzGaA1_q2_a,q2_a,1.0,1.0,0.0,0.0,0.9993200302124023,0.8584272265434265,0.8584272265434265,0.8311389684677124,0.8450555205345154,0.9993200302124023,p_ref_1
R_xm82LFs2y0hIHTj_q4_b,q4_b,1.0,1.0,0.0,0.0,0.9994395971298218,0.9993067979812622,0.9993067979812622,0.9251781105995178,0.9623008370399475,0.9994395971298218,p_ref_1
R_xm82LFs2y0hIHTj_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9962180256843567,0.9970764517784119,0.9970764517784119,0.8303212523460388,0.8303212523460388,0.9970764517784119,p_ref_2
R_xm82LFs2y0hIHTj_q2_a,q2_a,1.0,1.0,0.0,0.0,0.9986358284950256,0.8697947859764099,0.8697947859764099,0.8429213166236877,0.8566072583198547,0.9986358284950256,p_ref_1
R_3rUlCptV9w2bxNi_q4_b,q4_b,1.0,1.0,0.0,0.0,0.9994110465049744,0.999168872833252,0.999168872833252,0.9262828826904297,0.9631143808364868,0.9994110465049744,p_ref_1
R_3rUlCptV9w2bxNi_q4_a,q4_a,0.0,0.0,4.358766818768345e-05,0.0,0.8165938258171082,0.8132175207138062,0.8132175207138062,0.9930738806724548,0.9930738806724548,0.9930738806724548,i_ref_1
R_3rUlCptV9w2bxNi_q3_a,q3_a,0.0,0.0,0.0,0.0,0.8947692513465881,0.9901485443115234,0.9901485443115234,0.0,0.0,0.9901485443115234,p_ref_2
R_3rUlCptV9w2bxNi_q2_b,q2_b,0.0,0.0,0.0,0.0,0.7560010552406311,0.757957398891449,0.757957398891449,0.7683349847793579,0.7673823237419128,0.7683349847793579,i_ref_1
R_3rUlCptV9w2bxNi_q2_a,q2_a,0.0,0.0,0.0,0.0,0.7918009757995605,0.9899208545684814,0.9899208545684814,0.9950073957443237,0.9928504228591919,0.9950073957443237,i_ref_1
R_2CKzQuDyhpMFVvh_q4_b,q4_b,0.0,0.0,0.0,0.0,0.7902159690856934,0.7928304076194763,0.7928304076194763,0.9612348675727844,0.923774242401123,0.9612348675727844,i_ref_1
R_2CKzQuDyhpMFVvh_q4_a,q4_a,0.0,0.0,0.00018968393851537257,0.0,0.8386818170547485,0.8348977565765381,0.8348977565765381,0.9966949820518494,0.9966949820518494,0.9966949820518494,i_ref_1
R_2CKzQuDyhpMFVvh_q3_b,q3_b,2.0,2.0,0.9985795021057129,0.9985992312431335,0.0,5.815909389639273e-07,5.815909389639273e-07,0.998554527759552,0.9985601305961609,0.9985992312431335,c_ref_2
R_2CKzQuDyhpMFVvh_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9986982941627502,0.9988384246826172,0.9988384246826172,0.9988915920257568,0.998818039894104,0.9988915920257568,i_ref_1
R_2CKzQuDyhpMFVvh_q2_a,q2_a,2.0,2.0,0.9989013671875,0.9993195533752441,0.0,0.0,0.0,0.0,0.0,0.9993195533752441,c_ref_2
R_29iHnKZygd9oy3a_q4_b,q4_b,1.0,1.0,0.0,0.0,0.9994693398475647,0.9993211627006531,0.9993211627006531,0.9208486080169678,0.958926796913147,0.9994693398475647,p_ref_1
R_29iHnKZygd9oy3a_q3_a,q3_a,0.0,0.0,0.0,0.0,0.8667116761207581,0.9965438842773438,0.9965438842773438,0.0,0.0,0.9965438842773438,p_ref_2
R_29iHnKZygd9oy3a_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9994357228279114,0.9994118213653564,0.9994118213653564,0.9985372424125671,0.9985947608947754,0.9994357228279114,p_ref_1
R_29iHnKZygd9oy3a_q2_a,q2_a,0.0,0.0,0.0,0.0,0.8008147478103638,0.9918838739395142,0.9918838739395142,0.9960803985595703,0.994334876537323,0.9960803985595703,i_ref_1
R_0re2W60sd5rUIcp_q4_b,q4_b,0.0,0.0,0.0,0.0,0.8350386619567871,0.8374714255332947,0.8374714255332947,0.9796814322471619,0.9497165083885193,0.9796814322471619,i_ref_1
R_0re2W60sd5rUIcp_q3_b,q3_b,0.0,0.0,0.00041075758053921163,0.0004136404604651034,0.9910778999328613,0.9876909255981445,0.9876909255981445,0.00041351039544679224,0.0004107309505343437,0.9910778999328613,p_ref_1
R_0re2W60sd5rUIcp_q3_a,q3_a,0.0,0.0,0.0,0.0,0.8762222528457642,0.9943949580192566,0.9943949580192566,0.0,0.0,0.9943949580192566,p_ref_2
R_XjgpcIgxPLOlhBL_q4_b,q4_b,0.0,0.0,0.0,0.0,0.8085196614265442,0.8108558654785156,0.8108558654785156,0.9665083289146423,0.9294721484184265,0.9665083289146423,i_ref_1
R_XjgpcIgxPLOlhBL_q4_a,q4_a,0.0,1.0,4.9772588681662455e-06,0.0,0.954844057559967,0.9529823064804077,0.9529823064804077,0.9599972367286682,0.9599972367286682,0.9599972367286682,i_ref_1
R_XjgpcIgxPLOlhBL_q3_b,q3_b,0.0,1.0,0.0,0.0,0.9825306534767151,0.9802290797233582,0.9802290797233582,0.0,0.0,0.9825306534767151,p_ref_1
R_XjgpcIgxPLOlhBL_q3_a,q3_a,0.0,0.0,0.0,0.0,0.8537876009941101,0.9973124265670776,0.9973124265670776,0.0,0.0,0.9973124265670776,p_ref_2
R_XjgpcIgxPLOlhBL_q2_b,q2_b,0.0,0.0,0.0,0.0,0.7735190391540527,0.7754254937171936,0.7754254937171936,0.7854297161102295,0.7844457626342773,0.7854297161102295,i_ref_1
R_XjgpcIgxPLOlhBL_q2_a,q2_a,0.0,0.0,0.0,0.0,0.8052434921264648,0.9912611842155457,0.9912611842155457,0.9959022998809814,0.9939859509468079,0.9959022998809814,i_ref_1
R_Wl0o7lKycaTnYZj_q4_b,q4_b,0.0,0.0,0.0,0.0,0.8161953687667847,0.818543016910553,0.818543016910553,0.9721528887748718,0.9385173916816711,0.9721528887748718,i_ref_1
R_Wl0o7lKycaTnYZj_q4_a,q4_a,0.0,0.0,9.512800170341507e-05,0.0,0.8468740582466125,0.8437685966491699,0.8437685966491699,0.9968498945236206,0.9968498945236206,0.9968498945236206,i_ref_1
R_Wl0o7lKycaTnYZj_q3_b,q3_b,0.0,0.0,0.0,0.0,0.9980461597442627,0.993501603603363,0.993501603603363,0.0,0.0,0.9980461597442627,p_ref_1
R_Wl0o7lKycaTnYZj_q3_a,q3_a,0.0,0.0,0.0,0.0,0.8659433722496033,0.9964247345924377,0.9964247345924377,0.0,0.0,0.9964247345924377,p_ref_2
R_Wl0o7lKycaTnYZj_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9990291595458984,0.9991225600242615,0.9991225600242615,0.9989473819732666,0.9989170432090759,0.9991225600242615,p_ref_2
R_Wl0o7lKycaTnYZj_q2_a,q2_a,0.0,0.0,0.0,0.0,0.8019368052482605,0.9895268082618713,0.9895268082618713,0.9949039816856384,0.9925893545150757,0.9949039816856384,i_ref_1
R_W8qdkKit0alV2mt_q4_b,q4_b,0.0,0.0,0.0,0.0,0.8133719563484192,0.8159465789794922,0.8159465789794922,0.972184956073761,0.9399658441543579,0.972184956073761,i_ref_1
R_W8qdkKit0alV2mt_q3_b,q3_b,0.0,2.0,0.0,0.0,0.9813733100891113,0.9794620871543884,0.9794620871543884,0.0,0.0,0.9813733100891113,p_ref_1
R_W8qdkKit0alV2mt_q3_a,q3_a,0.0,0.0,0.0,0.0,0.8837999105453491,0.9915064573287964,0.9915064573287964,0.0,0.0,0.9915064573287964,p_ref_2
R_W8qdkKit0alV2mt_q2_a,q2_a,0.0,0.0,0.0,0.0,0.8058827519416809,0.9922403693199158,0.9922403693199158,0.996099054813385,0.9945384860038757,0.996099054813385,i_ref_1
R_vVR0LmpnPTIdilH_q4_a,q4_a,0.0,0.0,0.00012403415166772902,0.0,0.8646796345710754,0.8613585233688354,0.8613585233688354,0.9967841506004333,0.9967841506004333,0.9967841506004333,i_ref_1
R_vVR0LmpnPTIdilH_q3_b,q3_b,0.0,2.0,0.0,0.0,0.9981456398963928,0.9938949346542358,0.9938949346542358,0.0,0.0,0.9981456398963928,p_ref_1
R_vVR0LmpnPTIdilH_q3_a,q3_a,0.0,1.0,0.0,0.0,0.8895975947380066,0.9925491213798523,0.9925491213798523,0.0,0.0,0.9925491213798523,p_ref_2
R_vVR0LmpnPTIdilH_q2_b,q2_b,1.0,1.0,0.0,0.0,0.999434232711792,0.9994346499443054,0.9994346499443054,0.9986513257026672,0.9986858367919922,0.9994346499443054,p_ref_2
R_UYAIIF6Gu2SIJhL_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9986576437950134,0.9990564584732056,0.9990564584732056,0.8433119654655457,0.8433119654655457,0.9990564584732056,p_ref_2
R_UYAIIF6Gu2SIJhL_q3_a,q3_a,0.0,0.0,0.0,0.0,0.8470093607902527,0.9968340992927551,0.9968340992927551,0.0,0.0,0.9968340992927551,p_ref_2
R_UYAIIF6Gu2SIJhL_q2_b,q2_b,1.0,1.0,0.0,0.0,0.999308168888092,0.9993322491645813,0.9993322491645813,0.9987180233001709,0.9987289309501648,0.9993322491645813,p_ref_2
R_UYAIIF6Gu2SIJhL_q2_a,q2_a,2.0,1.0,0.999286413192749,0.9992300868034363,0.0,0.0,0.0,0.0,0.0,0.999286413192749,c_ref_1
R_uqUAXjrV59T1J6h_q4_a,q4_a,0.0,0.0,0.00012978589802514762,0.0,0.8265801072120667,0.8230701684951782,0.8230701684951782,0.995196521282196,0.995196521282196,0.995196521282196,i_ref_1
R_uqUAXjrV59T1J6h_q3_b,q3_b,0.0,0.0,0.0,0.0,0.9980716705322266,0.9932591319084167,0.9932591319084167,0.0,0.0,0.9980716705322266,p_ref_1
R_uqUAXjrV59T1J6h_q3_a,q3_a,0.0,0.0,8.982171129900962e-05,8.958070247899741e-05,0.8753771781921387,0.9925661087036133,0.9925661087036133,8.858333603711799e-05,8.858333603711799e-05,0.9925661087036133,p_ref_2
